#{"t_start": 1735310207.876689, "env_id": "BriscolaEpsGreedy-v0"}
r,l,t
-86.274722,12,145.869865
-59.9275,15,145.885865
-76.752222,9,145.894886
-56.374167,17,145.911871
-81.578889,14,145.926872
-52.211389,20,145.947873
-95.940278,16,145.965875
-63.872778,12,145.979866
-30.260556,18,145.998865
9.957222,20,146.020865
-71.316667,15,146.037865
31.783611,20,146.056866
-51.727222,15,146.072866
-81.370278,15,146.090866
24.731944,20,146.11087
-44.240833,12,146.122867
43.318056,19,146.139865
-50.4325,15,146.156865
-15.219722,20,146.175865
-68.933889,11,146.187865
-60.141667,15,146.203866
-44.934722,18,146.220865
-64.193333,17,146.236865
-61.679444,17,146.255865
56.115556,15,146.268865
-55.704444,10,146.280866
-28.108611,18,146.300865
78.323611,8,146.309865
-70.408611,20,146.329866
-43.793889,20,146.351869
-39.846389,18,146.372865
-77.439167,16,146.389865
55.582222,18,146.408865
38.365278,20,146.429866
20.099167,20,146.451865
53.081667,15,146.467868
-16.224722,20,146.486865
-71.651667,16,146.502865
-61.749167,15,146.517868
33.202222,20,146.538865
-73.863333,17,146.558865
34.663889,18,146.579866
-80.686667,15,146.592866
-44.264444,20,146.612866
77.923056,20,146.631866
-57.542778,14,146.646868
-68.735,13,146.658866
-31.193889,20,146.679865
-3.013611,20,146.700871
-48.824722,18,146.722871
-63.916944,18,146.739871
-24.420556,19,146.759874
-72.857778,12,146.773872
-65.561389,15,146.791871
-5.8525,20,146.814873
-63.288611,11,146.82487
-80.275556,15,146.841871
-74.949167,18,146.862873
-65.999444,14,146.875873
-81.131667,13,146.887875
-51.321389,19,146.907873
-70.558889,20,146.928871
-72.480833,13,146.94087
-82.348611,17,146.958873
17.121667,20,146.979877
-55.066667,16,146.995866
-90.683333,14,147.008866
-71.847778,13,147.021868
-0.534444,20,147.044866
-16.2375,20,147.065866
6.313889,20,147.086866
-74.021944,20,147.114875
46.821667,18,147.137865
-1.806944,20,147.160865
-88.201111,15,147.178882
62.868611,20,147.201869
19.499444,20,147.224867
-55.446111,14,147.239886
-53.437778,16,147.257869
50.019722,19,147.278865
33.544444,19,147.301868
-70.004444,15,147.316865
-54.716111,14,147.333866
-63.036111,15,147.349866
25.944722,19,147.366866
-67.225278,18,147.385865
-81.702222,10,147.394865
81.465,15,147.409866
-61.17,17,147.426865
-66.601389,16,147.443865
-78.642778,15,147.458867
-73.296944,18,147.478869
-28.371667,19,147.496866
-56.469167,14,147.513865
-49.262778,14,147.525865
-36.683889,18,147.544867
-63.871944,14,147.557865
-30.760278,20,147.577865
42.459167,17,147.596866
47.355,19,147.613865
-30.131667,20,147.634865
-51.931389,17,147.656869
-57.218333,18,147.676865
-65.954722,16,147.694865
-56.092778,17,147.713865
-41.317778,17,147.734865
-55.321667,15,147.749865
20.72,18,147.768865
-66.826389,17,147.783865
-89.766389,17,147.801865
-78.754722,15,147.819868
-78.706944,13,147.831866
-50.296389,20,147.856869
-60.040278,16,147.875865
31.165833,20,147.898865
55.691667,19,147.917875
-93.734444,16,147.934874
27.634167,19,147.953875
-65.747222,19,147.979877
-37.248333,20,148.009873
-67.336667,18,148.034879
-67.116944,17,148.055867
-53.9225,11,148.075865
81.096944,19,148.100865
-66.22,15,148.116868
-80.497778,13,148.130865
-79.268611,16,148.149866
-57.79,17,148.166865
-21.342222,17,148.183865
55.770556,13,148.200865
-59.399722,18,148.217865
40.635,15,148.234865
17.555278,19,148.253865
-31.130278,20,148.381875
33.067778,20,148.434889
-1.1825,20,148.47788
-26.681667,19,148.510881
-70.34,12,148.535887
60.968333,16,148.620889
-37.748056,20,148.909884
65.220556,18,148.944879
3.65,20,148.972878
29.666389,17,148.995878
-87.383889,12,149.013876
-49.945278,19,149.041869
-66.444444,14,149.060872
-43.068333,16,149.083869
-24.589444,18,149.10687
-28.648611,19,149.129869
25.628333,20,149.155871
-80.693611,13,149.173869
36.047778,20,149.210871
6.528333,20,149.244873
-56.563056,14,149.267874
-59.850833,17,149.298872
33.611111,20,149.326878
-34.090278,18,149.353871
-53.633056,17,149.377871
43.787778,16,149.400872
-59.396111,15,149.42287
-56.873333,18,149.447873
-78.323889,18,149.466867
-31.6975,17,149.483871
-81.922222,16,149.500868
-55.473056,17,149.519865
-55.312778,17,149.537868
-84.078889,15,149.555865
-52.402222,14,149.569865
-78.340278,12,149.582865
33.346389,20,149.605866
-12.956111,20,149.627865
-53.1075,18,149.646885
60.346389,19,149.666883
-65.473889,16,149.684865
-15.049722,20,149.707865
-70.795,13,149.724866
-100.548333,15,149.738869
46.767778,20,149.760865
-22.239167,20,149.783866
-82.601944,18,149.805866
-23.618611,19,149.832868
21.838611,19,149.861871
-95.061111,15,149.888879
-38.631667,15,149.914865
-64.009722,14,149.931865
55.645,14,149.947871
36.435556,16,149.964871
-33.251111,18,149.982873
-55.005833,14,149.997872
22.6125,19,150.019865
-79.680278,12,150.033865
-69.995833,13,150.046867
-75.3025,14,150.060872
-72.92,9,150.071873
-23.615833,17,150.088871
-42.628889,18,150.10687
58.988611,14,150.124868
-50.085278,18,150.145865
-31.713889,20,150.167865
27.213056,18,150.187869
20.609722,19,150.209865
53.9275,15,150.223865
-72.207222,10,150.236866
-73.878611,16,150.253866
49.046944,16,150.268867
-46.6025,16,150.284866
65.312222,17,150.301865
-60.458889,15,150.317865
30.524167,20,150.337865
-27.708611,17,150.354865
-88.165278,18,150.373867
-90.146944,15,150.388865
12.386944,18,150.408868
-42.8,17,150.429871
-59.011389,14,150.446866
-70.333889,16,150.463866
-70.346667,17,150.481865
-4.111667,20,150.502868
-21.321944,20,150.521865
-82.924444,13,150.534865
-44.412222,18,150.553867
-71.300278,13,150.566865
-22.0575,18,150.582865
-81.267222,13,150.597865
-81.591944,12,150.609867
-60.976111,15,150.623865
-67.489167,17,150.641866
-88.381389,15,150.655865
-67.868333,15,150.673865
34.379167,15,150.691875
22.595833,20,150.712865
51.318056,16,150.728872
-80.578889,14,150.741873
-74.744444,17,150.762867
71.704167,20,150.783868
-63.856944,12,150.795868
46.115556,18,150.811868
-66.951667,16,150.828865
24.271667,19,150.847865
-50.655278,19,150.867866
63.809167,11,150.877865
-68.119167,18,150.897871
38.321389,16,150.91487
-70.108333,13,150.927883
-33.475,19,150.949865
64.443333,18,150.967865
29.79,20,150.989869
-57.945556,15,151.006865
-67.848611,19,151.025866
-99.685833,14,151.039865
-10.679444,20,151.061866
-38.465278,19,151.083865
-63.327778,16,151.101865
-44.402778,17,151.118867
76.111111,15,151.135865
-68.758611,14,151.154868
-22.017222,20,151.177885
5.011944,20,151.200866
54.678333,16,151.219866
-59.669722,12,151.232869
-50.666389,19,151.251865
-28.818333,16,151.267866
-48.614444,20,151.288865
59.969722,19,151.307865
-1.456111,20,151.327865
-36.681111,17,151.344865
-69.738611,18,151.365866
-56.883333,13,151.379866
14.538611,20,151.403865
-72.077778,15,151.422871
-50.363056,17,151.440872
-5.494722,20,151.463866
-53.83,15,151.480866
-19.312222,20,151.502872
-61.718611,13,151.516867
-80.536389,10,151.528866
-44.901389,17,151.545866
38.667222,15,151.561866
32.678889,19,151.580867
-64.065278,11,151.592866
73.317778,14,151.61087
-4.227222,20,151.635884
-25.320556,20,151.667873
-54.225833,15,151.692876
-51.595,14,151.72187
-78.353611,16,151.743867
-44.819444,20,151.765865
-63.183889,17,151.783865
-59.734444,12,151.796865
-37.153611,19,151.817865
29.199167,20,151.838867
44.287778,19,151.858866
-14.110278,20,151.880867
-67.919444,16,151.897865
-45.930833,17,151.916867
15.213056,20,151.93887
-97.994444,12,151.952865
59.256944,19,151.974866
57.897778,19,151.99387
-39.730278,19,152.013873
-59.223889,15,152.030871
-74.627778,12,152.044871
-14.141667,19,152.065872
-53.671111,15,152.08187
-45.241389,18,152.101872
-59.359167,12,152.114872
72.935,12,152.128872
55.033889,12,152.140876
39.0525,20,152.160876
-24.514722,19,152.181876
-55.559444,16,152.197866
32.030556,17,152.219867
-11.265,20,152.25087
-40.505556,15,152.272872
43.110556,18,152.299879
-75.935,16,152.321866
36.756667,18,152.343868
-76.335,14,152.357886
-72.855,13,152.371866
-55.832778,15,152.390882
3.193889,20,152.411883
31.621944,20,152.434883
-74.523611,7,152.442881
-48.533056,14,152.455885
-52.23,17,152.474887
-45.1875,15,152.488884
-44.736667,14,152.505866
-30.672778,20,152.526868
-47.474444,20,152.547867
-81.888611,17,152.565866
-49.392222,19,152.585865
-83.978611,15,152.600865
-53.7675,15,152.614865
-73.559722,15,152.630865
70.331111,13,152.643866
-59.048056,19,152.663865
64.020278,17,152.680866
14.9125,20,152.702865
14.001944,20,152.724866
-65.580556,15,152.743866
27.063889,19,152.764866
-41.357778,17,152.781865
-62.337778,11,152.793865
-55.650556,16,152.811865
-73.018889,13,152.824866
18.194167,20,152.847872
69.936111,16,152.864872
-58.969167,18,152.884876
60.6725,18,152.902875
27.839722,19,152.924875
-73.927778,12,152.937865
21.65,20,152.959874
33.577222,19,152.982865
50.725278,17,153.001865
31.178611,19,153.023873
-77.319722,16,153.049865
23.250556,18,153.071869
83.045556,7,153.081865
-75.896944,13,153.094868
-79.263056,11,153.106868
-86.740556,13,153.119885
-76.537222,18,153.139888
-43.800833,15,153.153883
-55.404167,15,153.169867
-98.631667,16,153.186883
34.99,16,153.205885
33.550833,20,153.226874
-39.321111,18,153.24887
-75.482222,14,153.261866
-64.620278,17,153.279882
31.186389,17,153.298886
-37.577778,20,153.320882
-75.263889,20,153.343867
-18.408333,20,153.363868
55.161944,15,153.377886
40.881389,15,153.394871
-48.528889,17,153.414865
-42.859722,16,153.432885
-98.048056,13,153.449885
-42.765278,19,153.469885
-22.319444,17,153.497887
3.993889,20,153.529873
30.971389,19,153.557865
-83.110556,11,153.573866
-64.442778,17,153.592876
-49.785278,13,153.609866
-79.957778,15,153.623868
61.703611,15,153.640866
48.818611,18,153.660866
-77.423056,10,153.669866
70.165,17,153.686866
72.040833,16,153.702865
-57.686389,18,153.72287
-18.441944,20,153.746865
-61.944444,16,153.762866
47.089444,17,153.781865
3.455833,20,153.801867
-63.945556,17,153.817867
53.397222,14,153.833866
67.087778,20,153.852866
-47.273611,18,153.870866
-44.198889,17,153.889866
48.663889,19,153.906866
-73.380556,16,153.923867
-30.624167,20,153.944875
-80.933889,12,153.957866
-35.574167,13,153.971871
36.326389,19,153.990866
-2.753333,20,154.012866
-46.400556,18,154.032868
35.164444,20,154.052868
-89.819722,16,154.069866
45.125,16,154.085873
-52.063056,16,154.101865
-31.776389,18,154.118866
61.055556,17,154.138885
-75.898889,18,154.154887
-4.774444,20,154.175865
-83.119167,19,154.196865
-65.283611,13,154.210866
-69.376944,13,154.223871
-74.635278,16,154.240865
-65.443611,11,154.254865
-35.651944,19,154.276866
-92.573611,14,154.289865
-82.391111,18,154.312869
75.852778,14,154.324866
-74.101667,11,154.336866
7.860833,20,154.356886
14.582222,20,154.376871
-60.236667,13,154.388865
-36.963056,20,154.409884
-57.498889,14,154.424866
-80.522778,11,154.437866
-43.763333,18,154.453887
32.156667,19,154.473865
-78.925,12,154.485865
-28.8025,20,154.507869
-43.523056,19,154.530865
-1.787222,20,154.550869
-39.144167,20,154.571869
26.211944,19,154.588865
-4.630833,20,154.609865
46.346667,20,154.630865
-63.0625,15,154.646866
-35.769722,20,154.666866
-4.075833,20,154.686865
-48.407778,15,154.702865
-45.570278,16,154.717866
-93.657778,16,154.735877
-65.005,14,154.748867
55.273333,15,154.764865
-55.206667,15,154.781865
3.088889,20,154.801866
-66.012778,16,154.818866
-76.011389,10,154.826869
-44.217222,16,154.843866
55.500833,13,154.858867
62.943056,16,154.877866
-57.011944,14,154.891866
-46.251389,17,154.907866
-61.847778,16,154.924866
-39.133889,17,154.943871
-53.628889,17,154.963866
-36.054444,18,154.981867
-3.604167,20,155.004868
-5.870833,19,155.023866
32.249167,20,155.043865
77.020556,11,155.055865
-77.317778,18,155.074866
53.419167,15,155.091866
78.941111,19,155.110866
-22.065,20,155.130868
-57.585278,18,155.147866
-82.473611,17,155.166868
-80.534722,8,155.175868
45.826111,19,155.191865
57.107778,16,155.208866
61.384167,16,155.227866
-62.855556,13,155.243867
-92.620833,12,155.257866
-69.490278,13,155.272866
-66.589444,18,155.289866
-10.027778,19,155.309871
-70.320556,16,155.324867
53.77,18,155.346866
-40.659722,16,155.364866
34.819444,20,155.385866
61.573333,14,155.399866
-83.964722,11,155.413866
-39.586667,20,155.435866
-29.526111,20,155.456866
-86.875833,13,155.470865
-75.530278,10,155.481868
-34.515,20,155.502866
-32.084722,19,155.519866
64.167222,15,155.540865
-29.991111,19,155.563883
-65.146944,13,155.575865
-61.253611,18,155.595888
-9.683611,20,155.615867
-36.336111,17,155.633867
-70.2375,13,155.645866
53.646111,18,155.664866
-21.692222,17,155.681866
-80.018333,16,155.697865
-26.37,20,155.719866
-58.862778,19,155.742885
-98.376944,14,155.759871
-73.448333,14,155.776866
91.504722,12,155.788866
-16.5075,20,155.808867
-72.619167,16,155.824866
28.59,20,155.845865
-77.087778,16,155.873878
-28.608333,20,155.931866
-65.060278,14,155.946865
-77.502222,14,155.963866
-67.953611,19,155.984865
-62.027222,12,155.998865
-69.9225,15,156.015866
45.876111,20,156.038865
-1.587778,20,156.060865
-87.514722,18,156.079865
-0.279444,20,156.102871
-52.585556,16,156.119865
-92.226389,14,156.133865
-49.97,16,156.150866
-60.555278,15,156.167865
16.581111,20,156.187865
46.759722,19,156.207866
-85.406667,15,156.221868
44.885278,20,156.245866
45.537222,18,156.267872
-67.872778,18,156.285871
-45.156944,18,156.306872
-48.968333,15,156.322874
-59.061389,19,156.341865
13.828333,20,156.362865
-79.9575,13,156.378865
31.420556,20,156.398868
-42.095556,14,156.412868
58.871944,18,156.434865
-42.011111,18,156.45387
-0.501667,20,156.476866
-35.777222,16,156.493866
-38.842778,14,156.51387
-53.085556,13,156.543873
39.863889,14,156.563876
-62.402778,16,156.584865
40.160556,17,156.607866
31.710556,17,156.627869
-29.802222,20,156.649868
-43.2625,19,156.669866
-30.429167,19,156.689866
1.575,20,156.711867
-47.466944,18,156.729867
-40.098889,18,156.748867
-64.061944,16,156.768869
-90.656667,13,156.784873
-52.233611,20,156.805872
29.250556,20,156.829867
65.594722,20,156.858874
26.720833,19,156.877867
-45.431667,20,156.899866
-76.465,11,156.913865
-71.417778,15,156.929865
-64.991111,14,156.942865
-28.543333,19,156.963865
5.730833,20,156.985865
-32.381667,18,157.004867
-78.5575,15,157.022873
-3.735833,20,157.049865
34.096111,20,157.07687
-36.983889,19,157.099865
-71.065,17,157.118865
-75.983611,18,157.285874
-62.426944,11,157.41089
-71.997222,13,157.555878
37.357778,18,157.609886
-63.909444,15,157.642879
41.0875,20,157.672871
-69.596667,14,157.690872
-53.2275,17,157.711875
-75.609722,20,157.735871
-59.898611,14,157.749865
18.573056,20,157.770866
-7.256944,19,157.795868
-72.692778,12,157.80987
-47.795556,17,157.829881
-25.678889,19,157.859871
-45.231389,19,157.883878
-22.713611,19,157.908873
-79.995556,7,157.915874
18.8825,20,157.941869
-74.216389,13,157.959879
-85.576667,16,157.978873
-23.273056,18,158.000865
-29.900278,17,158.022865
63.343611,13,158.047884
-2.728889,20,158.073866
-52.639444,16,158.092865
-43.973611,19,158.110865
31.809167,19,158.133865
-74.379722,13,158.147865
-59.120833,12,158.160865
-95.973889,14,158.178866
-77.170556,13,158.193865
-77.4475,10,158.205867
-61.919167,16,158.223866
-74.949444,13,158.236865
-41.269167,20,158.257866
32.216111,18,158.275865
-46.046111,15,158.290866
-51.704444,19,158.311869
-70.711111,18,158.328866
22.949722,19,158.351867
-82.803889,12,158.364866
-75.671667,11,158.376867
26.951111,20,158.398871
-19.555,20,158.420865
-69.659444,13,158.434865
-29.028333,16,158.450865
35.139444,20,158.471866
-51.217778,17,158.490865
18.17,20,158.514868
69.819444,10,158.527865
-79.691111,17,158.546866
-66.321667,16,158.564866
57.518611,17,158.581866
-60.619167,15,158.598866
-29.451389,20,158.620874
-17.498611,20,158.640875
36.0975,18,158.660876
-38.943611,16,158.677875
-63.4425,13,158.689875
47.8975,19,158.710866
38.561944,18,158.728865
-62.223333,14,158.744865
25.877222,20,158.76787
41.601389,18,158.787866
-48.251944,13,158.802865
-66.093333,15,158.820882
23.2475,20,158.843865
-43.378889,20,158.865865
-45.531389,19,158.885865
41.465833,19,158.905865
46.028611,17,158.922869
-41.523333,17,158.939865
-85.766389,16,158.955865
-35.167222,19,158.974866
5.9025,20,158.995872
-90.879444,10,159.005866
10.343056,20,159.029866
32.294167,17,159.048865
-82.848333,15,159.061874
-79.719444,14,159.077872
-75.7775,10,159.088865
10.748056,20,159.111866
-58.907778,19,159.134866
18.026944,20,159.157866
-32.199722,20,159.179866
-63.154167,14,159.196865
-62.535833,15,159.211865
-44.165278,15,159.230868
-71.730556,19,159.250866
-72.197778,14,159.265865
-30.856389,18,159.286866
-45.662222,17,159.303865
4.323056,20,159.324865
-67.045,17,159.342865
-61.407778,18,159.363866
-32.482222,19,159.384866
-73.134167,13,159.397865
42.098333,19,159.419871
-69.75,15,159.435864
62.379444,20,159.459865
-75.271111,9,159.472868
-69.249722,14,159.486866
-31.287222,20,159.509868
48.236389,19,159.531865
-49.264444,18,159.550866
-68.438333,16,159.566867
-28.37,20,159.586865
-48.220833,20,159.606865
-4.393333,20,159.629865
-79.346389,12,159.644872
-91.443333,13,159.659871
-69.075833,14,159.673865
-71.860556,18,159.697865
42.758611,20,159.722868
-35.864167,19,159.743865
-80.995556,15,159.762865
-70.243056,11,159.780877
-38.207778,19,159.804866
-41.338056,16,159.823867
-48.933333,13,159.838866
-55.046667,17,159.858865
-74.363889,16,159.876869
37.120556,20,159.899869
-71.295833,15,159.917866
-52.126944,16,159.935866
-61.130833,16,159.952867
39.312778,18,159.970865
-52.516389,17,159.99287
-38.700556,17,160.012881
-37.694167,19,160.035866
-57.642778,16,160.055886
-46.796389,17,160.073873
66.404167,14,160.088883
50.511667,18,160.111869
-30.147778,18,160.132865
-64.838611,14,160.148865
-80.165,13,160.163868
70.55,13,160.177865
-72.345,16,160.194868
1.490556,20,160.215865
52.141389,19,160.237871
-77.200278,18,160.256877
-88.793333,19,160.276865
38.840833,15,160.295867
-80.526389,14,160.313866
-55.914167,19,160.332871
93.732222,15,160.350866
36.709722,20,160.378875
-38.136944,16,160.400872
-63.026389,14,160.421865
-93.675556,14,160.437865
-33.824167,17,160.455865
-47.678889,18,160.478865
-80.403333,15,160.496867
-48.171389,18,160.515882
-45.5325,15,160.533884
69.563611,12,160.547884
-92.237222,17,160.565884
-72.736667,14,160.586877
-71.258889,13,160.601865
-0.742778,20,160.624867
-0.303333,20,160.657871
-33.864167,16,160.678865
-23.634167,19,160.701868
43.4025,19,160.721865
37.29,20,160.744865
0.303611,20,160.765866
58.205556,15,160.782887
-63.09,18,160.804885
-42.088056,19,160.824882
-73.184722,17,160.844887
-62.781389,15,160.858871
-36.784722,15,160.875873
